index,层数,侠客ID,LV,skill,SkillLv,攻击加成,防御加成,生命加成,元宝奖励,金钱奖励,道具包,卡牌包,江湖阅历,剑系特效,掌系特效,内系特效,暗系特效,棍系特效,下一层ID,单层失败卡牌包,单层失败元宝奖励,单层失败金钱奖励,单层失败道具包,单层失败江湖阅历
1898,99,60202,297,50202,3,101155,57197,299508,0,1000,0,0,50,180,100,0,100,100,100,0,0,100,0,5
1899,99,60203,297,50203,3,105155,55206,289350,0,1000,0,0,50,100,180,100,0,100,100,0,0,100,0,5
1900,99,60204,297,50204,3,111811,57857,236001,0,1000,0,0,50,100,180,100,0,100,100,0,0,100,0,5
1901,99,60205,297,50205,3,84515,87843,229430,0,1000,0,0,50,100,0,100,100,180,100,0,0,100,0,5
1902,99,60206,297,50206,3,84515,58543,375933,0,1000,0,0,50,0,100,100,180,100,100,0,0,100,0,5
1903,99,60207,297,50207,3,95145,51223,366111,0,1000,0,0,50,100,180,100,0,100,100,0,0,100,0,5
1904,99,60208,297,50201,3,85170,78510,272845,0,1000,0,0,50,100,100,180,100,0,100,0,0,100,0,5
1905,99,60209,297,50208,3,102473,45895,349359,0,1000,0,0,50,100,100,180,100,0,100,0,0,100,0,5
1906,99,60210,297,50209,3,116493,44523,279528,0,1000,0,0,50,100,180,100,0,100,100,0,0,100,0,5
1907,99,60211,297,0,3,77160,81869,296122,0,1000,0,0,50,100,180,100,0,100,100,0,0,100,0,5
1908,99,60212,297,50211,3,92476,46581,389320,0,1000,0,0,50,180,100,0,100,100,100,0,0,100,0,5
1909,99,60213,297,50212,3,94494,46581,379229,0,1000,0,0,50,180,100,0,100,100,100,0,0,100,0,5
1910,100,60101,300,50101,3,61398,45198,160245,0,200000,4004,0,50,180,100,0,100,100,101,0,0,100,0,5
1911,100,60102,300,50102,3,49235,62249,135743,0,200000,4004,0,50,0,100,100,180,100,101,0,0,100,0,5
1912,100,60103,300,0,3,53798,56349,142493,0,200000,4004,0,50,100,180,100,0,100,101,0,0,100,0,5
1913,100,60104,300,50103,3,73058,33030,156038,0,200000,4004,0,50,100,100,180,100,0,101,0,0,100,0,5
1914,100,60105,300,0,3,55512,36243,227633,0,200000,4004,0,50,100,180,100,0,100,101,0,0,100,0,5
1915,100,60106,300,50105,3,61407,35244,203220,0,200000,4004,0,50,100,0,100,100,180,101,0,0,100,0,5
1916,100,60107,300,50111,3,70335,30686,181350,0,200000,4004,0,50,180,100,0,100,100,101,0,0,100,0,5
1917,100,60108,300,50105,3,41850,56025,280125,0,200000,4004,0,50,100,100,180,100,0,101,0,0,100,0,5
1918,100,60201,300,50201,3,92376,74813,269663,0,200000,4004,0,50,100,100,180,100,0,101,0,0,100,0,5
1919,100,60202,300,50202,3,102492,57942,303480,0,200000,4004,0,50,180,100,0,100,100,101,0,0,100,0,5
1920,100,60203,300,50203,3,106547,55931,293153,0,200000,4004,0,50,100,180,100,0,100,101,0,0,100,0,5
1921,100,60204,300,50204,3,113292,58617,239085,0,200000,4004,0,50,100,180,100,0,100,101,0,0,100,0,5
1922,100,60205,300,50205,3,85635,89001,232425,0,200000,4004,0,50,100,0,100,100,180,101,0,0,100,0,5
1923,100,60206,300,50206,3,85635,59319,380835,0,200000,4004,0,50,0,100,100,180,100,101,0,0,100,0,5
1924,100,60207,300,50207,3,96395,51894,370980,0,200000,4004,0,50,100,180,100,0,100,101,0,0,100,0,5
1925,100,60208,300,50201,3,86292,79542,276458,0,200000,4004,0,50,100,100,180,100,0,101,0,0,100,0,5
1926,100,60209,300,50208,3,103829,46494,353970,0,200000,4004,0,50,100,100,180,100,0,101,0,0,100,0,5
1927,100,60210,300,50209,3,118044,45090,283230,0,200000,4004,0,50,100,180,100,0,100,101,0,0,100,0,5
1928,100,60211,300,0,3,78174,82953,300015,0,200000,4004,0,50,100,180,100,0,100,101,0,0,100,0,5
1929,100,60212,300,50211,3,93690,47196,394470,0,200000,4004,0,50,180,100,0,100,100,101,0,0,100,0,5
1930,100,60213,300,50212,3,95742,47196,384210,0,200000,4004,0,50,180,100,0,100,100,101,0,0,100,0,5
1931,101,60201,303,50201,3,93591,75780,273203,0,1000,0,0,50,100,100,180,100,0,102,0,0,100,0,5
1932,101,60202,303,50202,3,103836,58690,307472,0,1000,0,0,50,180,100,0,100,100,102,0,0,100,0,5
1933,101,60203,303,50203,3,107945,56659,296974,0,1000,0,0,50,100,180,100,0,100,102,0,0,100,0,5
1934,101,60204,303,50204,3,114780,59381,242185,0,1000,0,0,50,100,180,100,0,100,102,0,0,100,0,5
1935,101,60205,303,50205,3,86760,90165,235435,0,1000,0,0,50,100,0,100,100,180,102,0,0,100,0,5
1936,101,60206,303,50206,3,86760,60099,385762,0,1000,0,0,50,0,100,100,180,100,102,0,0,100,0,5
1937,101,60207,303,50207,3,97650,52568,375874,0,1000,0,0,50,100,180,100,0,100,102,0,0,100,0,5
1938,101,60208,303,50201,3,87419,80579,280088,0,1000,0,0,50,100,100,180,100,0,102,0,0,100,0,5
1939,101,60209,303,50208,3,105190,47096,358604,0,1000,0,0,50,100,100,180,100,0,102,0,0,100,0,5
1940,101,60210,303,50209,3,119602,45660,286951,0,1000,0,0,50,100,180,100,0,100,102,0,0,100,0,5
1941,101,60211,303,0,3,79193,84042,303927,0,1000,0,0,50,100,180,100,0,100,102,0,0,100,0,5
1942,101,60212,303,50211,3,94910,47814,399645,0,1000,0,0,50,180,100,0,100,100,102,0,0,100,0,5
1943,101,60213,303,50212,3,96996,47814,389216,0,1000,0,0,50,180,100,0,100,100,102,0,0,100,0,5
1944,101,60301,303,50301,3,120925,54645,235412,0,1000,0,0,50,100,100,180,100,0,102,0,0,100,0,5
1945,101,60302,303,50302,3,118189,46446,290066,0,1000,0,0,50,100,0,100,100,180,102,0,0,100,0,5
1946,101,60303,303,50303,3,81302,76529,317224,0,1000,0,0,50,100,100,180,100,0,102,0,0,100,0,5
1947,101,60304,303,50304,3,89438,50550,413326,0,1000,0,0,50,100,180,100,0,100,102,0,0,100,0,5
1948,101,60305,303,50305,3,82656,90864,245593,0,1000,0,0,50,180,100,0,100,100,102,0,0,100,0,5
1949,101,60306,303,50306,3,94255,75170,272909,0,1000,0,0,50,0,100,100,180,100,102,0,0,100,0,5
1950,101,60307,303,50307,3,90873,83369,241936,0,1000,0,0,50,180,100,0,100,100,102,0,0,100,0,5
1951,101,60308,303,50308,3,122989,55304,221799,0,1000,0,0,50,100,180,100,0,100,102,0,0,100,0,5
1952,101,60309,303,50309,3,79916,94914,245797,0,1000,0,0,50,100,100,180,100,0,102,0,0,100,0,5
1953,101,60310,303,50310,3,97718,60781,327631,0,1000,0,0,50,100,180,100,0,100,102,0,0,100,0,5
1954,102,60201,306,50201,3,94813,76752,276760,0,1000,0,0,50,100,100,180,100,0,103,0,0,100,0,5
1955,102,60202,306,50202,3,105187,59443,311483,0,1000,0,0,50,180,100,0,100,100,103,0,0,100,0,5
1956,102,60203,306,50203,3,109350,57391,300815,0,1000,0,0,50,100,180,100,0,100,103,0,0,100,0,5
1957,102,60204,306,50204,3,116276,60149,245300,0,1000,0,0,50,100,180,100,0,100,103,0,0,100,0,5
1958,102,60205,306,50205,3,87891,91334,238459,0,1000,0,0,50,100,0,100,100,180,103,0,0,100,0,5
1959,102,60206,306,50206,3,87891,60883,390713,0,1000,0,0,50,0,100,100,180,100,103,0,0,100,0,5
1960,102,60207,306,50207,3,98913,53246,380792,0,1000,0,0,50,100,180,100,0,100,103,0,0,100,0,5
1961,102,60208,306,50201,3,88552,81622,283737,0,1000,0,0,50,100,100,180,100,0,103,0,0,100,0,5
1962,102,60209,306,50208,3,106559,47701,363261,0,1000,0,0,50,100,100,180,100,0,103,0,0,100,0,5
1963,102,60210,306,50209,3,121168,46233,290690,0,1000,0,0,50,100,180,100,0,100,103,0,0,100,0,5
1964,102,60211,306,0,3,80217,85137,307859,0,1000,0,0,50,100,180,100,0,100,103,0,0,100,0,5
1965,102,60212,306,50211,3,96136,48435,404846,0,1000,0,0,50,180,100,0,100,100,103,0,0,100,0,5
1966,102,60213,306,50212,3,98256,48435,394246,0,1000,0,0,50,180,100,0,100,100,103,0,0,100,0,5
1967,102,60301,306,50301,3,122496,55357,238437,0,1000,0,0,50,100,100,180,100,0,103,0,0,100,0,5
1968,102,60302,306,50302,3,119723,47049,293816,0,1000,0,0,50,100,0,100,100,180,103,0,0,100,0,5
1969,102,60303,306,50303,3,82360,77531,321268,0,1000,0,0,50,100,100,180,100,0,103,0,0,100,0,5
1970,102,60304,306,50304,3,90591,51207,418708,0,1000,0,0,50,100,180,100,0,100,103,0,0,100,0,5
1971,102,60305,306,50305,3,83733,92050,248720,0,1000,0,0,50,180,100,0,100,100,103,0,0,100,0,5
1972,102,60306,306,50306,3,95479,76154,276398,0,1000,0,0,50,0,100,100,180,100,103,0,0,100,0,5
1973,102,60307,306,50307,3,92059,84462,244982,0,1000,0,0,50,180,100,0,100,100,103,0,0,100,0,5
1974,102,60308,306,50308,3,124593,56018,224643,0,1000,0,0,50,100,180,100,0,100,103,0,0,100,0,5
1975,102,60309,306,50309,3,80956,96140,248991,0,1000,0,0,50,100,100,180,100,0,103,0,0,100,0,5
1976,102,60310,306,50310,3,98994,61567,331845,0,1000,0,0,50,100,180,100,0,100,103,0,0,100,0,5
1977,103,60201,309,50201,3,96040,77729,280336,0,1000,0,0,50,100,100,180,100,0,104,0,0,100,0,5
1978,103,60202,309,50202,3,106544,60199,315514,0,1000,0,0,50,180,100,0,100,100,104,0,0,100,0,5
1979,103,60203,309,50203,3,110762,58126,304674,0,1000,0,0,50,100,180,100,0,100,104,0,0,100,0,5
1980,103,60204,309,50204,3,117779,60921,248430,0,1000,0,0,50,100,180,100,0,100,104,0,0,100,0,5
1981,103,60205,309,50205,3,89027,92509,241499,0,1000,0,0,50,100,0,100,100,180,104,0,0,100,0,5
1982,103,60206,309,50206,3,89027,61671,395688,0,1000,0,0,50,0,100,100,180,100,104,0,0,100,0,5
1983,103,60207,309,50207,3,100181,53926,385734,0,1000,0,0,50,100,180,100,0,100,104,0,0,100,0,5
1984,103,60208,309,50201,3,89691,82669,287403,0,1000,0,0,50,100,100,180,100,0,104,0,0,100,0,5
1985,103,60209,309,50208,3,107935,48309,367940,0,1000,0,0,50,100,100,180,100,0,104,0,0,100,0,5
1986,103,60210,309,50209,3,122742,46809,294448,0,1000,0,0,50,100,180,100,0,100,104,0,0,100,0,5
1987,103,60211,309,0,3,81246,86237,311810,0,1000,0,0,50,100,180,100,0,100,104,0,0,100,0,5
1988,103,60212,309,50211,3,97368,49059,410073,0,1000,0,0,50,180,100,0,100,100,104,0,0,100,0,5
1989,103,60213,309,50212,3,99522,49059,399301,0,1000,0,0,50,180,100,0,100,100,104,0,0,100,0,5
1990,103,60301,309,50301,3,124074,56072,241476,0,1000,0,0,50,100,100,180,100,0,104,0,0,100,0,5
1991,103,60302,309,50302,3,121265,47654,297584,0,1000,0,0,50,100,0,100,100,180,104,0,0,100,0,5
1992,103,60303,309,50303,3,83423,78538,325331,0,1000,0,0,50,100,100,180,100,0,104,0,0,100,0,5
1993,103,60304,309,50304,3,91750,51868,424117,0,1000,0,0,50,100,180,100,0,100,104,0,0,100,0,5
1994,103,60305,309,50305,3,84814,93241,251861,0,1000,0,0,50,180,100,0,100,100,104,0,0,100,0,5
1995,103,60306,309,50306,3,96709,77142,279904,0,1000,0,0,50,0,100,100,180,100,104,0,0,100,0,5
1996,103,60307,309,50307,3,93250,85560,248043,0,1000,0,0,50,180,100,0,100,100,104,0,0,100,0,5
1997,103,60308,309,50308,3,126206,56735,227500,0,1000,0,0,50,100,180,100,0,100,104,0,0,100,0,5
1998,103,60309,309,50309,3,82001,97372,252202,0,1000,0,0,50,100,100,180,100,0,104,0,0,100,0,5
1999,103,60310,309,50310,3,100276,62357,336080,0,1000,0,0,50,100,180,100,0,100,104,0,0,100,0,5
2000,104,60201,312,50201,3,97274,78710,283928,0,1000,0,0,50,100,100,180,100,0,105,0,0,100,0,5
2001,104,60202,312,50202,3,107908,60958,319565,0,1000,0,0,50,180,100,0,100,100,105,0,0,100,0,5
2002,104,60203,312,50203,3,112181,58865,308552,0,1000,0,0,50,100,180,100,0,100,105,0,0,100,0,5
2003,104,60204,312,50204,3,119290,61697,251575,0,1000,0,0,50,100,180,100,0,100,105,0,0,100,0,5
2004,104,60205,312,50205,3,90169,93690,244553,0,1000,0,0,50,100,0,100,100,180,105,0,0,100,0,5
2005,104,60206,312,50206,3,90169,62463,400687,0,1000,0,0,50,0,100,100,180,100,105,0,0,100,0,5
2006,104,60207,312,50207,3,101455,54611,390701,0,1000,0,0,50,100,180,100,0,100,105,0,0,100,0,5
2007,104,60208,312,50201,3,90835,83722,291088,0,1000,0,0,50,100,100,180,100,0,105,0,0,100,0,5
2008,104,60209,312,50208,3,109317,48920,372643,0,1000,0,0,50,100,100,180,100,0,105,0,0,100,0,5
2009,104,60210,312,50209,3,124324,47388,298224,0,1000,0,0,50,100,180,100,0,100,105,0,0,100,0,5
2010,104,60211,312,0,3,82281,87342,315780,0,1000,0,0,50,100,180,100,0,100,105,0,0,100,0,5
2011,104,60212,312,50211,3,98605,49686,415325,0,1000,0,0,50,180,100,0,100,100,105,0,0,100,0,5
2012,104,60213,312,50212,3,100794,49686,404381,0,1000,0,0,50,180,100,0,100,100,105,0,0,100,0,5
2013,104,60301,312,50301,3,125660,56790,244530,0,1000,0,0,50,100,100,180,100,0,105,0,0,100,0,5
2014,104,60302,312,50302,3,122814,48263,301370,0,1000,0,0,50,100,0,100,100,180,105,0,0,100,0,5
2015,104,60303,312,50303,3,84492,79549,329414,0,1000,0,0,50,100,100,180,100,0,105,0,0,100,0,5
2016,104,60304,312,50304,3,92915,52531,429552,0,1000,0,0,50,100,180,100,0,100,105,0,0,100,0,5
2017,104,60305,312,50305,3,85901,94438,255018,0,1000,0,0,50,180,100,0,100,100,105,0,0,100,0,5
2018,104,60306,312,50306,3,97944,78136,283427,0,1000,0,0,50,0,100,100,180,100,105,0,0,100,0,5
2019,104,60307,312,50307,3,94447,86663,251119,0,1000,0,0,50,180,100,0,100,100,105,0,0,100,0,5
2020,104,60308,312,50308,3,127826,57456,230371,0,1000,0,0,50,100,180,100,0,100,105,0,0,100,0,5
2021,104,60309,312,50309,3,83051,98610,255428,0,1000,0,0,50,100,100,180,100,0,105,0,0,100,0,5
2022,104,60310,312,50310,3,101565,63151,340336,0,1000,0,0,50,100,180,100,0,100,105,0,0,100,0,5
2023,105,60201,315,50201,3,98513,79697,287539,0,210000,4004,0,50,100,100,180,100,0,106,0,0,100,0,5
2024,105,60202,315,50202,3,109278,61721,323636,0,210000,4004,0,50,180,100,0,100,100,106,0,0,100,0,5
2025,105,60203,315,50203,3,113606,59608,312450,0,210000,4004,0,50,100,180,100,0,100,106,0,0,100,0,5
2026,105,60204,315,50204,3,120807,62476,254736,0,210000,4004,0,50,100,180,100,0,100,106,0,0,100,0,5
2027,105,60205,315,50205,3,91317,94876,247622,0,210000,4004,0,50,100,0,100,100,180,106,0,0,100,0,5
2028,105,60206,315,50206,3,91317,63259,405711,0,210000,4004,0,50,0,100,100,180,100,106,0,0,100,0,5
2029,105,60207,315,50207,3,102736,55298,395692,0,210000,4004,0,50,100,180,100,0,100,106,0,0,100,0,5
2030,105,60208,315,50201,3,91985,84779,294790,0,210000,4004,0,50,100,100,180,100,0,106,0,0,100,0,5
2031,105,60209,315,50208,3,110706,49534,377369,0,210000,4004,0,50,100,100,180,100,0,106,0,0,100,0,5
2032,105,60210,315,50209,3,125913,47969,302019,0,210000,4004,0,50,100,180,100,0,100,106,0,0,100,0,5
2033,105,60211,315,0,3,83320,88453,319770,0,210000,4004,0,50,100,180,100,0,100,106,0,0,100,0,5
2034,105,60212,315,50211,3,99849,50316,420603,0,210000,4004,0,50,180,100,0,100,100,106,0,0,100,0,5
2035,105,60213,315,50212,3,102073,50316,409485,0,210000,4004,0,50,180,100,0,100,100,106,0,0,100,0,5
2036,105,60301,315,50301,3,127254,57512,247599,0,210000,4004,0,50,100,100,180,100,0,106,0,0,100,0,5
2037,105,60302,315,50302,3,124371,48875,305175,0,210000,4004,0,50,100,0,100,100,180,106,0,0,100,0,5
2038,105,60303,315,50303,3,85566,80566,333518,0,210000,4004,0,50,100,100,180,100,0,106,0,0,100,0,5
2039,105,60304,315,50304,3,94085,53198,435014,0,210000,4004,0,50,100,180,100,0,100,106,0,0,100,0,5
2040,105,60305,315,50305,3,86994,95640,258190,0,210000,4004,0,50,180,100,0,100,100,106,0,0,100,0,5
2041,105,60306,315,50306,3,99186,79134,286967,0,210000,4004,0,50,0,100,100,180,100,106,0,0,100,0,5
2042,105,60307,315,50307,3,95650,87771,254210,0,210000,4004,0,50,180,100,0,100,100,106,0,0,100,0,5
2043,105,60308,315,50308,3,129454,58180,233256,0,210000,4004,0,50,100,180,100,0,100,106,0,0,100,0,5
2044,105,60309,315,50309,3,84107,99854,258671,0,210000,4004,0,50,100,100,180,100,0,106,0,0,100,0,5
2045,105,60310,315,50310,3,102860,63949,344612,0,210000,4004,0,50,100,180,100,0,100,106,0,0,100,0,5
2046,106,60201,318,50201,3,99759,80688,291167,0,1000,0,0,50,100,100,180,100,0,107,0,0,100,0,5
2047,106,60202,318,50202,3,110656,62488,327726,0,1000,0,0,50,180,100,0,100,100,107,0,0,100,0,5
2048,106,60203,318,50203,3,115039,60354,316366,0,1000,0,0,50,100,180,100,0,100,107,0,0,100,0,5
2049,106,60204,318,50204,3,122333,63259,257912,0,1000,0,0,50,100,180,100,0,100,107,0,0,100,0,5
2050,106,60205,318,50205,3,92470,96069,250706,0,1000,0,0,50,100,0,100,100,180,107,0,0,100,0,5
2051,106,60206,318,50206,3,92470,64058,410759,0,1000,0,0,50,0,100,100,180,100,107,0,0,100,0,5
2052,106,60207,318,50207,3,104023,55989,400707,0,1000,0,0,50,100,180,100,0,100,107,0,0,100,0,5
2053,106,60208,318,50201,3,93140,85842,298511,0,1000,0,0,50,100,100,180,100,0,107,0,0,100,0,5
2054,106,60209,318,50208,3,112102,50150,382118,0,1000,0,0,50,100,100,180,100,0,107,0,0,100,0,5
2055,106,60210,318,50209,3,127510,48553,305832,0,1000,0,0,50,100,180,100,0,100,107,0,0,100,0,5
2056,106,60211,318,0,3,84364,89569,323779,0,1000,0,0,50,100,180,100,0,100,107,0,0,100,0,5
2057,106,60212,318,50211,3,101099,50949,425906,0,1000,0,0,50,180,100,0,100,100,107,0,0,100,0,5
2058,106,60213,318,50212,3,103358,50949,414615,0,1000,0,0,50,180,100,0,100,100,107,0,0,100,0,5
2059,106,60301,318,50301,3,128855,58238,250683,0,1000,0,0,50,100,100,180,100,0,107,0,0,100,0,5
2060,106,60302,318,50302,3,125936,49489,308999,0,1000,0,0,50,100,0,100,100,180,107,0,0,100,0,5
2061,106,60303,318,50303,3,86645,81587,337640,0,1000,0,0,50,100,100,180,100,0,107,0,0,100,0,5
2062,106,60304,318,50304,3,95261,53868,440502,0,1000,0,0,50,100,180,100,0,100,107,0,0,100,0,5
2063,106,60305,318,50305,3,88091,96849,261378,0,1000,0,0,50,180,100,0,100,100,107,0,0,100,0,5
2064,106,60306,318,50306,3,100434,80137,290524,0,1000,0,0,50,0,100,100,180,100,107,0,0,100,0,5
2065,106,60307,318,50307,3,96858,88885,257315,0,1000,0,0,50,180,100,0,100,100,107,0,0,100,0,5
2066,106,60308,318,50308,3,131090,58908,236156,0,1000,0,0,50,100,180,100,0,100,107,0,0,100,0,5
2067,106,60309,318,50309,3,85167,101104,261928,0,1000,0,0,50,100,100,180,100,0,107,0,0,100,0,5
2068,106,60310,318,50310,3,104161,64751,348909,0,1000,0,0,50,100,180,100,0,100,107,0,0,100,0,5
2069,107,60201,321,50201,3,101011,81683,294812,0,1000,0,0,50,100,100,180,100,0,108,0,0,100,0,5
2070,107,60202,321,50202,3,112040,63259,331836,0,1000,0,0,50,180,100,0,100,100,108,0,0,100,0,5
2071,107,60203,321,50203,3,116479,61104,320301,0,1000,0,0,50,100,180,100,0,100,108,0,0,100,0,5
2072,107,60204,321,50204,3,123865,64046,261104,0,1000,0,0,50,100,180,100,0,100,108,0,0,100,0,5
2073,107,60205,321,50205,3,93629,97267,253805,0,1000,0,0,50,100,0,100,100,180,108,0,0,100,0,5
2074,107,60206,321,50206,3,93629,64861,415832,0,1000,0,0,50,0,100,100,180,100,108,0,0,100,0,5
2075,107,60207,321,50207,3,105316,56683,405747,0,1000,0,0,50,100,180,100,0,100,108,0,0,100,0,5
2076,107,60208,321,50201,3,94301,86910,302249,0,1000,0,0,50,100,100,180,100,0,108,0,0,100,0,5
2077,107,60209,321,50208,3,113504,50770,386889,0,1000,0,0,50,100,100,180,100,0,108,0,0,100,0,5
2078,107,60210,321,50209,3,129115,49140,309663,0,1000,0,0,50,100,180,100,0,100,108,0,0,100,0,5
2079,107,60211,321,0,3,85414,90691,327807,0,1000,0,0,50,100,180,100,0,100,108,0,0,100,0,5
2080,107,60212,321,50211,3,102355,51585,431235,0,1000,0,0,50,180,100,0,100,100,108,0,0,100,0,5
2081,107,60213,321,50212,3,104649,51585,419769,0,1000,0,0,50,180,100,0,100,100,108,0,0,100,0,5
2082,107,60301,321,50301,3,130464,58967,253782,0,1000,0,0,50,100,100,180,100,0,108,0,0,100,0,5
2083,107,60302,321,50302,3,127508,50107,312841,0,1000,0,0,50,100,0,100,100,180,108,0,0,100,0,5
2084,107,60303,321,50303,3,87730,82614,341783,0,1000,0,0,50,100,100,180,100,0,108,0,0,100,0,5
2085,107,60304,321,50304,3,96443,54542,446017,0,1000,0,0,50,100,180,100,0,100,108,0,0,100,0,5
2086,107,60305,321,50305,3,89194,98063,264580,0,1000,0,0,50,180,100,0,100,100,108,0,0,100,0,5
2087,107,60306,321,50306,3,101688,81145,294098,0,1000,0,0,50,0,100,100,180,100,108,0,0,100,0,5
2088,107,60307,321,50307,3,98073,90005,260436,0,1000,0,0,50,180,100,0,100,100,108,0,0,100,0,5
2089,107,60308,321,50308,3,132735,59639,239069,0,1000,0,0,50,100,180,100,0,100,108,0,0,100,0,5
2090,107,60309,321,50309,3,86233,102360,265202,0,1000,0,0,50,100,100,180,100,0,108,0,0,100,0,5
2091,107,60310,321,50310,3,105468,65557,353227,0,1000,0,0,50,100,180,100,0,100,108,0,0,100,0,5
2092,108,60201,324,50201,3,102268,82684,298475,0,1000,0,0,50,100,100,180,100,0,109,0,0,100,0,5
2093,108,60202,324,50202,3,113430,64033,335966,0,1000,0,0,50,180,100,0,100,100,109,0,0,100,0,5
2094,108,60203,324,50203,3,117926,61857,324255,0,1000,0,0,50,100,180,100,0,100,109,0,0,100,0,5
2095,108,60204,324,50204,3,125405,64837,264310,0,1000,0,0,50,100,180,100,0,100,109,0,0,100,0,5
2096,108,60205,324,50205,3,94793,98471,256918,0,1000,0,0,50,100,0,100,100,180,109,0,0,100,0,5
2097,108,60206,324,50206,3,94793,65669,420928,0,1000,0,0,50,0,100,100,180,100,109,0,0,100,0,5
2098,108,60207,324,50207,3,106616,57380,410810,0,1000,0,0,50,100,180,100,0,100,109,0,0,100,0,5
2099,108,60208,324,50201,3,95468,87983,306006,0,1000,0,0,50,100,100,180,100,0,109,0,0,100,0,5
2100,108,60209,324,50208,3,114913,51393,391684,0,1000,0,0,50,100,100,180,100,0,109,0,0,100,0,5
2101,108,60210,324,50209,3,130728,49730,313513,0,1000,0,0,50,100,180,100,0,100,109,0,0,100,0,5
2102,108,60211,324,0,3,86468,91818,331855,0,1000,0,0,50,100,180,100,0,100,109,0,0,100,0,5
2103,108,60212,324,50211,3,103617,52224,436590,0,1000,0,0,50,180,100,0,100,100,109,0,0,100,0,5
2104,108,60213,324,50212,3,105946,52224,424948,0,1000,0,0,50,180,100,0,100,100,109,0,0,100,0,5
2105,108,60301,324,50301,3,132081,59700,256895,0,1000,0,0,50,100,100,180,100,0,109,0,0,100,0,5
2106,108,60302,324,50302,3,129087,50728,316701,0,1000,0,0,50,100,0,100,100,180,109,0,0,100,0,5
2107,108,60303,324,50303,3,88820,83645,345946,0,1000,0,0,50,100,100,180,100,0,109,0,0,100,0,5
2108,108,60304,324,50304,3,97630,55218,451559,0,1000,0,0,50,100,180,100,0,100,109,0,0,100,0,5
2109,108,60305,324,50305,3,90303,99284,267798,0,1000,0,0,50,180,100,0,100,100,109,0,0,100,0,5
2110,108,60306,324,50306,3,102947,82157,297690,0,1000,0,0,50,0,100,100,180,100,109,0,0,100,0,5
2111,108,60307,324,50307,3,99293,91130,263571,0,1000,0,0,50,180,100,0,100,100,109,0,0,100,0,5
2112,108,60308,324,50308,3,134387,60374,241996,0,1000,0,0,50,100,180,100,0,100,109,0,0,100,0,5
2113,108,60309,324,50309,3,87304,103622,268491,0,1000,0,0,50,100,100,180,100,0,109,0,0,100,0,5
2114,108,60310,324,50310,3,106782,66366,357565,0,1000,0,0,50,100,180,100,0,100,109,0,0,100,0,5
2115,109,60201,327,50201,3,103532,83690,302156,0,1000,0,0,50,100,100,180,100,0,110,0,0,100,0,5
2116,109,60202,327,50202,3,114827,64811,340116,0,1000,0,0,50,180,100,0,100,100,110,0,0,100,0,5
2117,109,60203,327,50203,3,119379,62614,328228,0,1000,0,0,50,100,180,100,0,100,110,0,0,100,0,5
2118,109,60204,327,50204,3,126953,65632,267532,0,1000,0,0,50,100,180,100,0,100,110,0,0,100,0,5
2119,109,60205,327,50205,3,95963,99680,260047,0,1000,0,0,50,100,0,100,100,180,110,0,0,100,0,5
2120,109,60206,327,50206,3,95963,66480,426049,0,1000,0,0,50,0,100,100,180,100,110,0,0,100,0,5
2121,109,60207,327,50207,3,107921,58081,415899,0,1000,0,0,50,100,180,100,0,100,110,0,0,100,0,5
2122,109,60208,327,50201,3,96640,89062,309780,0,1000,0,0,50,100,100,180,100,0,110,0,0,100,0,5
2123,109,60209,327,50208,3,116329,52019,396501,0,1000,0,0,50,100,100,180,100,0,110,0,0,100,0,5
2124,109,60210,327,50209,3,132348,50322,317382,0,1000,0,0,50,100,180,100,0,100,110,0,0,100,0,5
2125,109,60211,327,0,3,87527,92950,335922,0,1000,0,0,50,100,180,100,0,100,110,0,0,100,0,5
2126,109,60212,327,50211,3,104885,52867,441970,0,1000,0,0,50,180,100,0,100,100,110,0,0,100,0,5
2127,109,60213,327,50212,3,107249,52867,430151,0,1000,0,0,50,180,100,0,100,100,110,0,0,100,0,5
2128,109,60301,327,50301,3,133706,60436,260024,0,1000,0,0,50,100,100,180,100,0,110,0,0,100,0,5
2129,109,60302,327,50302,3,130675,51351,320580,0,1000,0,0,50,100,0,100,100,180,110,0,0,100,0,5
2130,109,60303,327,50303,3,89914,84681,350128,0,1000,0,0,50,100,100,180,100,0,110,0,0,100,0,5
2131,109,60304,327,50304,3,98823,55898,457127,0,1000,0,0,50,100,180,100,0,100,110,0,0,100,0,5
2132,109,60305,327,50305,3,91416,100510,271032,0,1000,0,0,50,180,100,0,100,100,110,0,0,100,0,5
2133,109,60306,327,50306,3,104213,83175,301298,0,1000,0,0,50,0,100,100,180,100,110,0,0,100,0,5
2134,109,60307,327,50307,3,100519,92260,266721,0,1000,0,0,50,180,100,0,100,100,110,0,0,100,0,5
2135,109,60308,327,50308,3,136047,61112,244937,0,1000,0,0,50,100,180,100,0,100,110,0,0,100,0,5
2136,109,60309,327,50309,3,88380,104890,271796,0,1000,0,0,50,100,100,180,100,0,110,0,0,100,0,5
2137,109,60310,327,50310,3,108102,67180,361924,0,1000,0,0,50,100,180,100,0,100,110,0,0,100,0,5
2138,110,60201,330,50201,3,104802,84700,305854,0,220000,4004,0,50,100,100,180,100,0,111,0,0,100,0,5
2139,110,60202,330,50202,3,116231,65593,344286,0,220000,4004,0,50,180,100,0,100,100,111,0,0,100,0,5
